id,constant_col,feature_a,feature_b,target
0,5,,110.93428306022466,0
1,5,,98.2347139765763,0
2,5,,113.95377076201385,0
3,5,,131.46059712816052,0
4,5,,96.31693250553329,0
5,5,5000.0,96.3172608610164,0
6,5,,132.58425631014782,0
7,5,,116.34869458305818,0
8,5,,91.61051228130096,0
9,5,,111.8512008717193,0
10,5,,91.73164614375075,0
11,5,,91.68540492859486,0
12,5,,105.83924543132068,0
13,5,,62.73439510684404,0
14,5,,66.50164334973934,0
15,5,,89.75424941518054,0
16,5,,80.74337759331152,0
17,5,,107.28494665190547,0
18,5,,82.83951848957578,0
19,5,,72.75392597329417,0
20,5,,130.31297537843108,0
21,5,,96.4844739902693,0
22,5,,102.35056409375848,0
23,5,,72.50503627573087,0
24,5,,90.11234550949635,0
25,5,,103.21845179419732,0
26,5,,77.98012845155395,0
27,5,,108.51396036691344,0
28,5,,88.9872262016239,0
29,5,,95.16612500413447,0
30,5,,88.96586775541206,0
31,5,68.52278184508938,138.04556369017877,0
32,5,49.86502775262066,100.73005550524132,0
33,5,39.422890710440996,79.84578142088199,0
34,5,58.225449121031886,117.45089824206377,0
35,5,37.791563500289776,76.58312700057955,0
36,5,52.08863595004755,105.1772719000951,0
37,5,30.403298761202244,61.80659752240449,0
38,5,36.71813951101569,74.43627902203139,0
39,5,51.96861235869123,104.93722471738246,0
40,5,57.38466579995411,115.76933159990821,0
41,5,51.7136828118997,104.4273656237994,1
42,5,48.843517176117594,98.68703435223519,0
43,5,46.98896304410711,94.97792608821422,0
44,5,35.214780096325725,71.42956019265145,0
45,5,42.801557916052914,86.60311583210583,0
46,5,45.393612290402125,91.78722458080425,0
47,5,60.57122226218915,122.1424445243783,0
48,5,53.43618289568462,107.87236579136923,0
49,5,32.36959844637266,65.73919689274533,1
50,5,53.24083969394795,107.4816793878959,0
51,5,46.149177195836835,93.29835439167367,0
52,5,43.23077999694041,87.46155999388083,0
53,5,56.11676288840868,113.23352577681736,0
54,5,60.30999522495951,121.61999044991902,0
55,5,59.31280119116199,119.62560238232398,0
56,5,41.607824767773614,84.21564953554723,0
57,5,46.907876241487855,94.81575248297571,0
58,5,53.31263431403564,107.62526862807128,0
59,5,59.75545127122359,120.51090254244718,0
60,5,45.2082576215471,91.4165152430942,1
61,5,48.14341023336183,97.28682046672365,0
62,5,38.93665025993972,78.87330051987944,0
63,5,38.037933759193294,77.07586751838659,0
64,5,58.125258223941984,117.25051644788397,0
65,5,63.56240028570823,128.12480057141647,0
66,5,49.27989878419666,99.55979756839332,0
67,5,60.03532897892024,121.07065795784048,0
68,5,53.61636025047634,108.23272050095268,0
69,5,43.54880245394876,88.09760490789752,0
70,5,53.61395605508414,108.22791211016828,0
71,5,65.38036566465969,131.76073132931938,0
72,5,49.64173960890049,100.28347921780097,0
73,5,65.64643655814007,132.29287311628013,0
74,5,23.802548959102555,48.60509791820511,0
75,5,58.21902504375224,117.43805008750448,0
76,5,50.870470682381715,102.74094136476343,0
77,5,47.009926495341325,95.01985299068265,0
78,5,50.91760776535502,102.83521553071004,0
79,5,30.124310853991073,61.248621707982146,0
80,5,47.80328112162488,96.60656224324975,0
81,5,53.57112571511746,108.14225143023492,0
82,5,64.77894044741517,130.55788089483033,0
83,5,44.81729781726352,90.63459563452705,0
84,5,41.91506397106812,84.83012794213624,0
85,5,44.982429564154636,90.96485912830927,0
86,5,59.15402117702074,119.30804235404148,0
87,5,53.287511096596845,107.57502219319369,0
88,5,44.70239796232961,90.40479592465923,0
89,5,55.13267433113356,111.26534866226712,0
90,5,50.9707754934804,102.9415509869608,0
91,5,59.68644990532889,120.37289981065778,0
92,5,42.979469061226474,86.95893812245295,0
93,5,46.723378534022316,94.44675706804463,0
94,5,46.078918468678424,93.15783693735685,0
95,5,35.364850518678814,71.72970103735763,0
96,5,52.96120277064576,106.92240554129152,0
97,5,52.610552721798896,106.22110544359779,0
98,5,50.05113456642461,101.10226913284922,0
99,5,47.65412866624853,96.30825733249706,0
100,5,35.84629257949586,72.69258515899172,0
101,5,45.79354677234641,92.58709354469282,0
102,5,46.572854834732304,94.14570966946461,1
103,5,41.97722730778381,84.95445461556761,0
104,5,48.387142883339905,97.77428576667981,0
105,5,54.040508568145384,109.08101713629077,0
106,5,68.8618590121053,138.7237180242106,0
107,5,51.74577812831839,104.49155625663678,0
108,5,52.57550390722764,106.15100781445528,0
109,5,49.25554084233833,99.51108168467665,0
110,5,30.812287847009586,62.62457569401917,0
111,5,49.73486124550783,100.46972249101566,0
112,5,50.60230209941027,102.20460419882053,0
113,5,74.63242112485287,150.26484224970574,0
114,5,48.076390352188774,97.15278070437755,0
115,5,53.015473423336125,107.03094684667225,0
116,5,49.65288230294757,100.30576460589513,0
117,5,38.31321962380468,77.62643924760935,0
118,5,61.42822814515021,123.85645629030041,0
119,5,57.519330326867745,116.03866065373549,0
120,5,57.910319470430466,116.82063894086093,0
121,5,40.906125452052606,82.81225090410521,0
122,5,64.02794310936099,129.05588621872198,0
123,5,35.98148937207719,72.96297874415438,0
124,5,55.868570938002705,112.73714187600541,0
125,5,71.90455625809979,144.80911251619958,0
126,5,40.09463674869312,81.18927349738624,1
127,5,44.33702270397228,89.67404540794456,0
128,5,50.99651365087641,102.99302730175282,0
129,5,44.96524345883801,90.93048691767602,0
130,5,34.493365689338674,69.98673137867735,0
131,5,50.68562974806027,102.37125949612054,0
132,5,39.37696286273895,79.7539257254779,0
133,5,54.73592430635182,110.47184861270364,0
134,5,40.80575765766197,82.61151531532394,0
135,5,65.4993440501754,131.9986881003508,0
136,5,42.16746707663763,85.33493415327526,0
137,5,46.77938483794324,94.55876967588648,0
138,5,58.135172173696695,117.27034434739339,0
139,5,37.69135683566045,76.3827136713209,0
140,5,52.27459934604129,105.54919869208258,0
141,5,63.07142754282428,127.14285508564856,0
142,5,33.92516765438772,68.85033530877544,0
143,5,51.84633858532304,104.69267717064608,0
144,5,52.598827942484235,106.19765588496847,0
145,5,57.8182287177731,116.6364574355462,0
146,5,37.63049289121918,76.26098578243835,0
147,5,36.795433869157236,74.59086773831447,1
148,5,55.21941565616898,111.43883131233795,1
149,5,52.96984673233186,106.93969346466372,0
150,5,52.504928503458764,106.00985700691753,0
151,5,53.46448209496975,107.9289641899395,0
152,5,43.19975278421509,87.39950556843019,0
153,5,52.322536971610035,105.64507394322007,0
154,5,52.93072473298681,106.86144946597362,0
155,5,42.85648581973632,86.71297163947264,0
156,5,68.65774511144757,138.31549022289514,0
157,5,54.73832920911788,110.47665841823576,0
158,5,38.08696502797351,77.17393005594703,0
159,5,56.5655360863383,114.1310721726766,0
160,5,40.253183297726785,81.50636659545357,0
161,5,57.87084603742452,116.74169207484904,0
162,5,61.58595579007404,124.17191158014808,0
163,5,41.7931768164829,84.5863536329658,0
164,5,59.63376129244322,120.26752258488644,0
165,5,54.12780926936498,109.25561853872996,0
166,5,58.2206015999449,117.4412031998898,0
167,5,68.96792982653947,138.93585965307895,0
168,5,47.54611883997129,96.09223767994258,0
169,5,42.4626383564251,85.9252767128502,0
170,5,41.10485570374477,83.20971140748954,0
171,5,41.841897150345616,84.68379430069123,0
172,5,49.228982905858956,99.45796581171791,0
173,5,53.41151974816644,107.82303949633288,0
174,5,52.766907993300194,106.53381598660039,0
175,5,58.27183249036024,117.54366498072048,0
176,5,50.13001891877907,101.26003783755814,0
177,5,64.53534077157317,130.07068154314635,1
178,5,47.35343166762044,95.70686333524088,0
179,5,77.20169166589619,155.40338333179238,0
180,5,56.25667347765006,113.51334695530012,0
181,5,41.42842443583717,83.85684887167434,0
182,5,39.29107501938888,79.58215003877775,1
183,5,54.824724152431855,110.64944830486371,0
184,5,47.76537214674149,96.53074429348298,0
185,5,57.14000494092092,115.28000988184183,0
186,5,54.73237624573545,110.4647524914709,0
187,5,49.271710873431275,99.54342174686255,0
188,5,41.532062819315954,84.06412563863191,0
189,5,34.851527753141355,70.70305550628271,0
190,5,45.53485047932979,92.06970095865958,0
191,5,58.56398794323472,118.12797588646944,0
192,5,52.14093744130204,105.28187488260409,0
193,5,37.542612212880115,76.08522442576023,0
194,5,51.73180925851182,104.46361851702363,0
195,5,53.85317379728837,108.70634759457674,0
196,5,41.16142563798867,83.32285127597734,0
197,5,51.53725105945528,104.07450211891056,0
198,5,50.58208718446,102.16417436892,0
199,5,38.57029702169377,78.14059404338754,0
0,5,,110.93428306022466,0
1,5,,98.2347139765763,0
2,5,,113.95377076201385,0
3,5,,131.46059712816052,0
4,5,,96.31693250553329,0
5,5,,96.3172608610164,0
6,5,,132.58425631014782,0
7,5,,116.34869458305818,0
8,5,,91.61051228130096,0
9,5,,111.8512008717193,0
